code,name,batch,stock,deal,free,mrp,rate,exp,supplier,company
GRED2,ESOZ-D 20MG TABS,A08411904,15,0,0,106,75.71,1/7/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GRACEWELL (INTEGRACE)
GRED4,ESOZ-D 40MG TABS,A08421916,44,0,0,140,100,1/7/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GRACEWELL (INTEGRACE)
GDGEL,GETLITE CREAM,11200328,36,10,2,214,152.86,1/7/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (DERMAX)
GLETELMA,TELMA CT 40/6.25 MG,18190934,12,0,0,208,148.57,1/7/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (ZOLTAN)
HOCDT,CARDACE 10MG TABS 15`S,8NG008,4,0,0,278.69,199.06,1/7/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
HOINM,INSUMAN COMB 25 VIAL,9F112A,5,0,0,1379.38,1103.51,1/7/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
GRALS,ASCORIL-LS SYRUP,11191530,300,14,1,98.5,70.36,1/7/2021,SARADA PHARMACY      MADHIRA,GLNMARK(MAJESTA)
CHGZ3,GLOBAC-Z CAPS,M911349,114,11,1,163.7,116.93,1/7/2021,SARADA PHARMACY      MADHIRA,ZYDUS NUTRIVA
CIPLRB,RABICIP L CAPS,G19RDQ002,1,0,0,190.57,136.12,1/7/2021,SARADA PHARMACY      MADHIRA,CIPLA (INSPIRA)
CLFD5,FUCIDIN OINTMENT,G13120,50,0,0,49.95,35.68,1/7/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CROSLANDS)
RANOF,OFRAMAX INJ 1GM,LCW0264,144,10,5,59.08,42.2,1/7/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA
SUNRA,RACIPER 40 TAB,EMU1997,17,0,0,116.25,83.04,1/7/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA
SUNRA,RACIPER 40 TAB,EMU1997,40,0,0,116.25,83.04,1/7/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA
RAS2C,SPORIDEX 250MG CAPS,AA74974,11,0,0,72.5,51.79,1/7/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,SUN PHARMA (CLASSIC)
RASP5,SPORIDEX 500MG CAPS,AA83551,4,0,0,177.5,126.79,1/7/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,SUN PHARMA (CLASSIC)
RASP5,SPORIDEX 500MG CAPS,AB01214,24,0,0,177.5,126.79,1/7/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,SUN PHARMA (CLASSIC)
TORRA1,AZULIX 1 MF TABS,2FG1F079,28,0,0,117.25,83.75,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRMF,AZULIX 2 MF TABS,2FG2F068,4,0,0,173,123.57,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORCA,CALCIGARD-10MG CAP,S175F003,20,0,0,9.3,6.64,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
UNIM2,METRIDE 2MG TABS,2FG2F065,29,0,0,120.05,85.75,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (CV LIFE)
TORRMS,MODLIP ASG 75 CAPS,G19NOA016,16,0,0,31.05,22.18,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRL,NEXPRO L CAPS,OBF8F030,5,0,0,236.7,169.07,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (PRIMA)
TORRPM,PREGALIN M 75 CAPS,RF44190248,4,0,0,230.65,164.75,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRPM,PREGALIN M 75 CAPS,RF44190248,18,0,0,230.65,164.75,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRPM,PREGALIN M 75 CAPS,RF4419024B,2,0,0,230.65,164.75,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRCH,TORVATE CHRONO 300MG TABS,2DD9F009,10,0,0,44.7,31.93,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRO,VELOZ D CAPS,CFD3F020,13,0,0,141.75,101.25,1/7/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (VISTA)
AKGUM,GLUCORYL-MV1 TAB,19442044,44,0,0,233.5,166.79,1/7/2021,TRINETRA PHARMA    HYDERABAD,ALKEM DIABETOLOGY
VIERV,ENRIX VIAL,EX1901,40,0,0,45,27.12,1/7/2021,VET INDIA PHARMACEUTICALS     HYDERABAD,VETINDIA
WLWMS,WALAMYCIN SYR,WAR9089,36,0,0,43,30.71,1/7/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE PHARMA
GMHAP,HAPPI-L CAPS,G19HIA007,2,0,0,210.1,150.07,1/7/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,GERMAN REMADIES LTD
MKAPS,ARGIPREG SACHET,A1AJS161,26,10,2,39.2,28,1/7/2021,,MANKIND(LIFESTAR)
GMBLV,BILOVAS TABS,1902036,1,0,0,197.8,141.29,1/7/2021,,GERMAN REMADIES LTD
VIBSV,BIOSULPHA VIAL,BM1905,50,0,0,144,97.66,1/7/2021,,VETINDIA
INGG1,CLOBEN-G CRM,CCT3HA4,6,5,1,101.7,72.64,1/7/2021,,INDOCO
KNDMF,DIGENE MIX FRUIT SYR,DXB9006,23,0,0,108.85,77.75,1/7/2021,,ABBOTT (CONSUMER CARE)
DRGODT,GRIS ODT TAB,E901083,6,9,1,166.5,118.93,1/7/2021,,DR.REDDY`S LAB`S(PRIDE)
JBIOS,JOYSYS 200 TABS,1908141T,96,5,1,105,78.5,1/7/2021,,BIOSYS HEALTH CARE
GWKP2,KEFPOD 200MG TAB,67190161,32,9,1,156,111.43,1/7/2021,,GLENMARK (RESPICARE)
SUNLACO,LACOSET 100MG TABS**,BSU0963,2,0,0,126,90,1/7/2021,,SUN PHARMACEUTICAL I LTD
YSLLTU,LEMOLATE  GOLD TAB,T90185,576,5,1,33,25.18,1/7/2021,,YASH PHARMA
MKMSB,MAHACEF-SB INJ,C7AAS029,108,10,10,183.59,131.14,1/7/2021,,MANKIND(DISCOVERY)
CIM12,MAXIFLO 125 INH,SA94356,9,0,0,478.82,342.01,1/7/2021,,CIPLA(RESP AR)
IVMN1,MELONEX VIAL,LYS2075,45,0,0,40,28.57,1/7/2021,,INTAS PHARMA (NEOVET)
DRMETSTA,MET STAMLO CAPS,B901735,14,0,0,111.1,79.36,1/7/2021,,DR.REDDY`S LAB`S(RECURA)
MKMOC,MOXIFORCE-CV 375 TABS,A9AES009,7,11,1,148.5,106.07,1/7/2021,,MANKIND(FUTURE)
MANMK,MOXIFORCE-CV KID TABS,B2AES009,22,11,1,69.53,49.66,1/7/2021,,MANKIND(FUTURE)
CIPRD,OFLOX 100 RUSE SYP,A690464,16,4,1,111.65,79.75,1/7/2021,,CIPLA (CRESTA)
RANOF,OFRAMAX INJ 1GM,LCW0264,12,10,5,59.08,42.2,1/7/2021,,RANBAXY PHARMA
ALKOLKM,OLKEM TRIO 40MG TABS,OTF19006SS,29,0,0,211.5,151.07,1/7/2021,,ALKEM (CARDIOLOGY)
MANKOLM,OLMETIME AM 20 TABS,H9AHS008,8,0,0,65.89,47.06,1/7/2021,,MANKIND(FUTURE)
TORRPR,PREGALIN 75 CAPS,RF4519014B,14,0,0,230.65,164.75,1/7/2021,,TORRENT PHARMA
ALERE,REKOOL-L TABS,1908000935,6,0,0,271.65,194.03,1/7/2021,,ALEMBIC (ENTERON)
RLRFT,RIBOFLAVIN TABS **,R19421118,3,0,0,6.35,4.54,1/7/2021,,RALLIS INDIA LIMITED
RANIC,SILVEREX IONIC CREAM,RDW0267,2,0,0,118.5,84.64,1/7/2021,,SUN PHARMA (CLASSIC)
MANSO,SUCRADAY-O SUSP.,B6AJS017,36,0,0,120.63,86.16,1/7/2021,,MANKIND(FUTURE)
SUCOSYR,SUCRAL O SYRUP**,SO100219,4,0,0,231,165.15,1/7/2021,,GENARAL COMPANY
AUSX2,SWICH-XP 250MG VIAL,19181643,73,10,8,78.5,56.07,1/7/2021,,ALKEM (ARISE)
MKT9P,T-98 SUSP,G4BES006,17,0,0,21.94,15.67,1/7/2021,,MANKIND PHARMA LTD.
GMTQT,TRIQUILAR TABS,S902278,10,0,0,132.2,105.76,1/7/2021,,GERMAN REMADIES (GYNNEXT)
INTPS,TUSPEL-PLUS SYR,TBF1H9A1,33,7,1,91.8,65.57,1/7/2021,,INDOCO (FOCUS)
SUNVOLI,VOLINI MAXX GEL,AA69780,42,11,1,135,96.43,1/7/2021,,RANBAXY(MAXXIM)
RANZI,ZIFEXIM TABS,REW0050,19,11,1,130,92.85,1/7/2021,,RANBAXY(MAXXIM)
PTZP2,ZIPRAX 200MG DT,EI90160,4,4,1,105.16,75.11,1/7/2021,,CIPLA (SPEETRACARE-2)
GLEZT,ZITEN TAB,18190904,4,0,0,193.5,138.22,1/7/2021,,GLENMARK (SYNERG)
CICPV,CLOPIVAS TAB,SN91101,37,0,0,83.04,59.31,30/06/2021,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 2)
CIDI2,DYTOR INJ,L690236,40,0,0,18.15,12.96,30/06/2021,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 3)
PTODD,OFLOX-D EYE DROPS,A400038,93,0,0,16.94,12.1,30/06/2021,CIPLA LIMITED  HYDERABAD,CIPLA (CRESTA)
MDMD5,MACPOD 50DT TABS,LMA903B,30,0,0,59,42.14,30/06/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MEMY,MYLAMIN CAP,G5620001,37,0,0,51.4,36.71,30/06/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MLOCD,OMNACORTIL DROPS,GOM2005A,97,0,0,30.25,21.61,30/06/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS  (MACPHAR)
MLOCS,OMNACORTIL SYR,MEU-2001,130,0,0,28.22,20.16,30/06/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS  (MACPHAR)
GLECAND1,XMET-TRIO 500/0.2/1,XTA19003,28,0,0,82,58.57,30/06/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (SYNERG)
TORRPC,PREGEB 75 CAPS,RF4519012A,19,0,0,153.7,109.79,30/06/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
GMJNG,JONAC GEL,I902457,20,5,1,75.6,54,30/06/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,GERMAN REMADIES LTD
ALEPR,PROTINULES CHOCOLATE,BO0356001,24,9,1,413,280,1/6/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(PHARMA)
ALEPR,PROTINULES CHOCOLATE,BO0356003,30,9,1,413,280,1/6/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(PHARMA)
ACSKF,SHARKOFERROL MT 450GM,EH0572003,20,0,0,289.05,206.46,1/6/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(PHARMA)
ALETL,TELLZY- 80 H TABS,1908000794,7,0,0,330.1,235.78,1/6/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ALCT6,CLAVAM 625MG TAB,20440074,30,5,1,196.85,140.61,1/6/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM LAB ACE AURA
ALCT6,CLAVAM 625MG TAB,20440090,-1,5,1,196.85,140.61,1/6/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM LAB ACE AURA
ALCT6,CLAVAM 625MG TAB,20440091,1,5,1,196.85,140.61,1/6/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM LAB ACE AURA
ARISTELV,TELVAS BETA 25 TABS,BPA200036,28,0,0,83,59.29,1/6/2021,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,ARISTO (TASK FORCE)
ARISOFL1,MEGA-CV 375 TABS,MPA200202,33,10,1,96.78,69.13,1/6/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (MAIN FORCE-2)
ASMCV,MEGA-CV 625 TABS,MPA200350,60,5,1,156.37,111.7,1/6/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (MAIN FORCE-2)
ARISTELV1,TELVAS BETA 50 TABS,BPA200040,30,0,0,99,70.71,1/6/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (TASK FORCE)
BEBZD,BESTOZYME DROPS,D0300120,147,12,1,56.77,40.55,1/6/2021,"BIOLOGICAL E, LIMITED         HYDERABAD",BIOLOGICAL E.LIMITED
BECPB,COSCOPIN-BR SYR,D1400120,100,10,3,71.01,50.72,1/6/2021,"BIOLOGICAL E, LIMITED         HYDERABAD",BIOLOGICAL E.LIMITED
BCCNO,CEDON 200DT TABS,ZTI2005,15,4,1,156,111.43,1/6/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLKQT,KOLQ TABS,ZACS2003,50,4,1,32,22.86,1/6/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLKQT,KOLQ TABS,ZACS2003,30,4,1,32,22.86,1/6/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLURPP2,S-PPI L CAPS,ZLN1905,5,0,0,71,50.71,1/6/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLUTENE,TENEBLU TABS,ZABP1914,10,0,0,60,42.86,1/6/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCTDX,TUSQ-DX LIQ,GT2015,6,11,1,80,57.14,1/6/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCTXS,TUSQ-X SYR,ZXY2010,120,19,1,80,57.14,1/6/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
CIV3C80,CRESAR 80 TAB,SA93329,11,0,0,110.09,78.64,1/6/2021,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 3)
CIPLOD,EMESET 4 ODT TABS,C191170,50,10,3,51.38,36.7,1/6/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE-2)
CIFGS,FEVAGO SUSPEN,B590703,112,0,0,34.73,24.81,1/6/2021,CIPLA LIMITED  HYDERABAD,CIPLA(NURTURE 1)
PTMR1,MIGARID-10 TAB,EC80589,18,0,0,33.07,23.62,1/6/2021,CIPLA LIMITED  HYDERABAD,CIPLA(IMPULSE)
CSNC1,NOVAMOX CV 1.2 INJ,C890445,5,10,3,137.64,98.31,1/6/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE-2)
CIRAD,RABICIP-D CAPS,G19RDP015,-28,5,1,207.9,148.5,1/6/2021,CIPLA LIMITED  HYDERABAD,CIPLA (INSPIRA)
CIPSB,STON 1 B6 ORAL SYRUP,CNCA2002,24,0,0,180.89,129.2,1/6/2021,CIPLA LIMITED  HYDERABAD,CIPLA(UROLOGY)
PTZP1,ZIPRAX 100MG SYR,EI00019,33,4,1,70.52,50.37,1/6/2021,CIPLA LIMITED  HYDERABAD,CIPLA(NURTURE 1)
136634,BECELAC FORTZ CAP,58CBF414,20,0,0,72.6,51.86,1/6/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DRREN,RELENT+SYR,AJ00003,48,0,0,81.5,58.22,1/6/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DRREN,RELENT+SYR,AJ00006,1,0,0,81.5,58.22,1/6/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DCRFS,RIFLUX-FORTE SYR,0001E,10,0,0,78.5,56.07,1/6/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DCRFS,RIFLUX-FORTE SYR,0003E,24,0,0,78.5,56.07,1/6/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
GONRP,RENERVE PLUS AMP,ELNL04001,-1,5,1,117,83.57,1/6/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS  (NIKKOS)
FIDRS,DEXORANGE SYR,K20002,1,11,1,131.96,94.26,1/6/2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO INDIAN
FIDRS,DEXORANGE SYR,K20010,-2,11,1,131.96,94.26,1/6/2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO INDIAN
FIGBP,GRILINCTUS-BM PD SYR,E20006,100,0,0,39.84,28.46,1/6/2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO INDIAN  (ZINDA 2)
FIDRS,DEXORANGE SYR,K20016,1,11,1,131.96,94.26,1/6/2021,FRANCO-INDIAN PHARMACEUTICALS PVT LTD,FRANCO INDIAN
GSKAT,AUGMENTIN 625 MG DUO TABS,MB894,3700,0,0,196.88,140.63,1/6/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GUBCF,BANOCIDE FORTE TAB,NC313,32,0,0,42.59,32.44,1/6/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(INGENIUM)
GABDC,BECADEXMIN CAP,BG678,100,0,0,38.4,28.8,1/6/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(CTC TEAM)
GDGF2,GRISOVIN-FP TAB,EA130,420,0,0,17.47,13.15,1/6/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE PHARMA(DERMA ACE)
GEPC1,PIRITON-CS SYR,KB282,32,0,0,93.85,67.04,1/6/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GDTGN,TENOVATE-GN CRM,NA002,200,0,0,34.35,24.54,1/6/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE PHARMA(DERMA ACE)
ABBDL,DIGENE FIZZ LEMON POWDER,TAE0098,400,37,3,8,5.71,1/6/2021,HARI MARUTI AGENCIES  VIJAYAWADA,ABBOTT (CONSUMER CARE)
MEPBA,POLYBION AMP,M01CP19356,1780,0,0,6.05,4.33,1/6/2021,HARI MARUTI AGENCIES  VIJAYAWADA,MERCK
IVE8B,ECOTAS-8 BOLUS,IN19097,74,9,1,90,72,1/6/2021,INTAS PHARMCEUTICALS LTD HYDERABAD,INTAS PHARMA (BOVICURRA)
UQRTA,RANTAC AMP,YR20011,253,0,0,17.7,13.62,1/6/2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED
ICPAPIL,PILON TABS**,H90045,24,0,0,31,22.14,1/6/2021,LAKSHMI BALAJI AGENCIES       HYDERABAD,GENARAL COMPANY
SHADT,ALDAY TAB,SHAL1903,250,10,1,17.44,13.08,1/6/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,SOL HEALTH PHARMACY LTD.
UVSG2,GLYCOMET-GP 2 FORTE TABS **,28020238,10,0,0,99.74,71.24,1/6/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,USV PHARMA
MEPBA,POLYBION AMP,M01CP19350,-10,0,0,6.05,4.32,1/6/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,MERCK
GNRNP,RENERVE PLUS CAPS,S19G184,40,0,0,277,197.88,1/6/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,ERIS  (NIKKOS)
ZINCN,ZINCOVIT TABS**,ZVT19195,10,0,0,90,61.03,1/6/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,APEX
ZINCN,ZINCOVIT TABS**,ZVT20005,40,0,0,90,61.05,1/6/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,APEX
RAVGO,VOLINIGEL ONT**,AA59700,104,0,0,110,78.58,1/6/2021,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR,RANBAXY-2
FDZF5,ZIFI 50MG DT TABS**,010A018,1,0,0,40.5,28.93,1/6/2021,LAKSHMI VENKATESWARA PHARMA   HYDERABAD,F.D.C. INDIA LIMITED
ALKGEM,GEMCAL CAPS**,GNC19107,10,0,0,286,204.29,1/6/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,GENARAL COMPANY
UISSP,SPORLAC DS TABS***,SDT9G28,43,14,1,98.45,70.32,1/6/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,UNISANKYO LIMITED
RAVGO,VOLINIGEL ONT**,AA61100,28,0,0,110,78.58,1/6/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,RANBAXY-2
ZINCN,ZINCOVIT TABS**,ZVT19209,160,0,0,90,61.03,1/6/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,APEX
MLMBS,MACBERY SYRUP,KMB72002A,50,10,1,99,70.71,1/6/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS  (MACPHAR)
MAMK1,MACMIKA 100 VAIL,19VA81,30,10,10,23.5,17.9,1/6/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MANRP,RANIDOM PD SYRUP,J9ALT003,38,0,0,61.38,43.84,1/6/2021,MAGNET LABS PVT LTD           HYDERABAD,MAGNET LABS PVT LTD (MANKIND)
MANDP,BIGSPAS-P TABS,A2DRT001,36,11,1,69.87,49.91,1/6/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANRO,RANIDOM-O SUSP,H6AIT001,48,11,1,119.16,85.11,1/6/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANRO,RANIDOM-O SUSP,H6AIT004,-1,11,1,119.16,85.11,1/6/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANRO,RANIDOM-O SUSP,H6AIT009,1,11,1,119.16,85.11,1/6/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANTF,THERMOKIND-F GEL,F3ALS123,4,11,1,112.72,80.51,1/6/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MKGCV,GUDCEF-CV  200MG TABS,A3AET007,-1,10,1,264,188.57,1/6/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKNC1,NUROSTAR-C1 INJ,D9AAT003,-210,11,1,33.38,23.84,1/6/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKNC1,NUROSTAR-C1 INJ,E4AAT002,210,11,1,33.38,23.84,1/6/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
122276R,LIPIKIND-10 TABS,H5AFS004,27,0,0,24.15,17.25,1/6/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122282R,MOXIKIND CV DRY SYRUP,B7AET004,5,5,1,55.54,39.67,1/6/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKMCVD,MOXIKIND-CV DROPS,B8AET001,32,0,0,65.52,46.8,1/6/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122292R,RABEKIND-PLUS TABS,F7FZS005,15,0,0,141.5,101.07,1/6/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKT98,T-98 DROPS,A6BTT001,40,0,0,26.54,18.96,1/6/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122298R,TELMIKIND-AM TABS,C6IAT003,3,0,0,52.1,37.21,1/6/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122298R,TELMIKIND-AM TABS,C6IAT004,-3,0,0,52.1,37.21,1/6/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MELVZ,LIVOGEN-Z CAPS,M22CC20002,132,0,0,65.67,46.9,1/6/2021,MERCK LIMITED                 HYDERABAD,MERCK
NOVAG,GALVUSMET 50/500MG TABS,530MLBQ0,-2,0,0,300,214.29,1/6/2021,NOVARTIS INDIA LIMITED        HYDERABAD,NOVARTIS INDIA LTD.
NUTDX1,DEXOLAC 1 INFANT  (REF),2003026911,60,0,0,304,234.21,1/6/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
LEAV2,ATIVAN 2MG TAB,CN4567,24,0,0,81.03,62.37,1/6/2021,PFIZER LIMITED HYDERABAD,JOHN WYETH LTD
LEFVT,FOLVITE TAB,DK9002,118,0,0,67.51,51.96,1/6/2021,PFIZER LIMITED HYDERABAD,JOHN WYETH LTD
USVDT,DIATAAL CAP **,STL0120,40,0,0,92,62.38,1/6/2021,PRUDHVI PHARMACEUTICALS VIJAYAWADA,USV PHARMA
RBZL2,ZEROLAC POWDER,D190675,20,0,0,270,205.93,1/6/2021,"RAPTAKOS,BRETT & COMPANY      HYDERABAD",RAPTOKOS BRETT (FOOD)
RBZLP,ZEROLAC POWDER,D190708,17,0,0,505,385.17,1/6/2021,"RAPTAKOS,BRETT & COMPANY      HYDERABAD",RAPTOKOS BRETT (FOOD)
SGAT1,ACITROM-1MG TAB**,ACF9003,6,0,0,219,156.44,1/6/2021,RAVINDRA PHARMACEUTICALS VIJAYAWADA,ABBOT
BIOSJOY,JOY CV 625 TABS,TAQK0003B,8,5,1,110,82.24,1/6/2021,S.R.R. PHARMA          HANAMKONDA,BIOSYS HEALTH CARE
BIOSJOY,JOY CV 625 TABS,TAQK0003B,14,5,1,110,82.24,1/6/2021,S.R.R. PHARMA          HANAMKONDA,BIOSYS HEALTH CARE
GWAPD,ALEX-P DROPS,51190408,60,14,1,61,43.57,1/6/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (RESPICARE)
GLELS,ASCORIL-LS JUNIOR SYRUP,5200186,251,11,1,75,53.57,1/6/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLNMARK(MAJESTA)
INDOPRAZ1,BILAMOVE TAB,20ASGT005,100,0,0,129,92.14,1/6/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (RESPICARE)
GLECAND,CANDID MEDICATED SOAP,S19CD012,8,14,1,149.5,101.35,1/6/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK PHARMA
